city,date,postal_code,price,streetname,url,amenities,appartment_type,balcony_terrace,bathroom_amenities,bathrooms_amount,build_year,construction_type,delivery,external_storage,floor,floors_amount,heating_type,heating,isolation,kvk_insurance,kvk_monthly_payment,kvk_registration,kvk_repair_plan,kvk_reserve_funds,kvk_yearly_meeting,living_size,location,outside_size,parking,roof,rooms_amount,status,volume,warm_water
Amsterdam,2022-05-16,1067 EH ,575000,Wigbolt Ripperdastraat 10,https://mijn.makelaarsland.nl/woning-details/2765439,Schuifpui,"Appartement, Maisonnette",Balkon aanwezig,Ligbad,1,2005.0,Bestaande bouw,In overleg,,1e woonlaag,2,,Cv-ketel,"Volledig geïsoleerd, Grotendeels dubbelglas",Ja,,Ja,Ja,Ja,Ja,144,"In centrum, In woonwijk",22,,Plat dak bedekt met bitumineuze dakbedekking,5,Beschikbaar,475,Cv-ketel
IJsselmuiden,2022-05-16,8271 EZ ,496000,Oosterlandenerf 27,https://mijn.makelaarsland.nl/woning-details/2765438,Elektra,,,"Ligbad, toilet",1,2018.0,Bestaande bouw,In overleg,,,,"Intergas HR Combi uit 2018, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,152,"Aan rustige weg, In centrum, In woonwijk",,"Openbaar parkeren, Op eigen terrein",Dwarskap bedekt met pannen,6,Beschikbaar,600,Cv-ketel
Heerlen,2022-05-16,6417 HP ,195000,Dillegaard 288,https://mijn.makelaarsland.nl/woning-details/2765437,,"Appartement, Galerijflat",Balkon aanwezig,"Ligbad, toilet",1,1983.0,Bestaande bouw,In overleg,,4e woonlaag,6,,Cv-ketel,Dubbel glas,Ja,142,Ja,Ja,Ja,Ja,62,,6,Openbaar parkeren,,2,Beschikbaar,191,Cv-ketel
Amsterdam,2022-05-16,1053 DD ,285000,Kinkerstraat 43 2-V,https://mijn.makelaarsland.nl/woning-details/2765436,,"Appartement, Bovenwoning",,"Douche, toilet",1,,Bestaande bouw,In overleg,,2e woonlaag,1,,Cv-ketel,Dubbel glas,Ja,,Ja,Ja,Ja,Ja,31,,,,,2,Beschikbaar,80,Cv-ketel
's-Hertogenbosch,2022-05-16,5211 VZ ,520000,Emmaplein 55,https://mijn.makelaarsland.nl/woning-details/2765434,Elektrische deur,"Appartement, Portiekflat",Frans balkon aanwezig,,,2016.0,Bestaande bouw,In overleg,6,2e woonlaag,6,"Intergas uit 2017, Eigendom","Cv-ketel, Vloerverwarming geheel, Warmte terugwininstallatie",Volledig geïsoleerd,Ja,168,Ja,Ja,Ja,Ja,96,"Aan park, In centrum, Vrij uitzicht",7,Parkeergarage,Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,318,Cv-ketel
Dronten,2022-05-16,8252 BC ,289500,Majoraan 15,https://mijn.makelaarsland.nl/woning-details/2765433,"Elektra, Water",,,Toilet,1,1984.0,Bestaande bouw,In overleg,5,,,"Nefit uit 2019, Eigendom","Cv-ketel, Houtkachel",Grotendeels dubbelglas,,,,,,,111,"Aan rustige weg, In woonwijk",5,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,5,Beschikbaar,455,Cv-ketel
Zoetermeer,2022-05-16,2725 CL ,480000,Barkwerf 13,https://mijn.makelaarsland.nl/woning-details/2765432,,,,,,,Bestaande bouw,In overleg,7,,,,,,,,,,,,135,,,Openbaar parkeren,,5,Beschikbaar,450,Cv-ketel
Etten-Leur,2022-05-16,4872 TE ,475000,Stationsstraat 68,https://mijn.makelaarsland.nl/woning-details/2765430,"Elektra, Elektrische deur",,,"Douche, toilet",1,1955.0,Bestaande bouw,In overleg,48,,,"Ferolli uit 1991, Eigendom",Cv-ketel,Geen isolatie,,,,,,,128,"In centrum, In woonwijk",,"Parkeervergunningen, Op eigen terrein","Mansardedak bedekt met pannen, bitumineuze dakbedekking",4,Beschikbaar,575,Geiser eigendom
Goudswaard,2022-05-16,3267 AV ,269500,van Almondestraat 4,https://mijn.makelaarsland.nl/woning-details/2765429,Voorzien van elektra,,,,1,1973.0,Bestaande bouw,In overleg,13,,,"Nefit Proline uit 2013, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Dubbel glas",,,,,,,108,"Aan rustige weg, In woonwijk",,Openbaar parkeren,Zadeldak bedekt met pannen,5,Beschikbaar,365,Cv-ketel
Den Helder,2022-05-16,1781 BN ,330000,Binnenhaven 116,https://mijn.makelaarsland.nl/woning-details/2765428,Elektra,,,,,1907.0,Bestaande bouw,In overleg,24,,,"Remeha uit 2014, Eigendom",Cv-ketel,"Dakisolatie, Vloerisolatie, Dubbel glas, HR-glas",,,,,,,140,,9,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,5,Beschikbaar,435,Cv-ketel
Heerlen,2022-05-16,6413 MK ,219000,Fossielenerf 550,https://mijn.makelaarsland.nl/woning-details/2765427,,,,Toilet,1,1983.0,Bestaande bouw,In overleg,,,,"Nefit uit 2011, Eigendom",Cv-ketel,"Muurisolatie, Dubbel glas",,,,,,,78,"Aan rustige weg, In woonwijk",,Openbaar parkeren,Zadeldak,4,Beschikbaar,353,Cv-ketel
Hengelo,2022-05-16,7559 LN ,389000,Eifelstraat 4,https://mijn.makelaarsland.nl/woning-details/2765426,Elektra,,Balkon aanwezig,"Douche, toilet",1,1999.0,Bestaande bouw,In overleg,11,,,"Remeha uit 2015, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Dubbel glas",,,,,,,140,"Aan rustige weg, In woonwijk",10,"Openbaar parkeren, Op eigen terrein",Schilddak bedekt met pannen,7,Beschikbaar,475,Cv-ketel
Winterswijk,2022-05-16,7101 PV ,450000,Dokter Brummelkampstraat 11,https://mijn.makelaarsland.nl/woning-details/2765424,Voorzien van elektra,,,"Douche, 2 toiletten",2,2006.0,Bestaande bouw,In overleg,,,,"Intergas uit 2006, Eigendom",Cv-ketel,Volledig geïsoleerd,,,,,,,132,In woonwijk,,Op eigen terrein,"Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",3,Beschikbaar,563,Cv-ketel
Vreeland,2022-05-16,3633 AS ,400000,Lindengracht 31,https://mijn.makelaarsland.nl/woning-details/2765423,Voorzien van elektra,,,"Ligbad, toilet",1,1880.0,Bestaande bouw,In overleg,5,,,"Atag uit 2019, Eigendom",Cv-ketel,Dubbel glas,,,,,,,63,"Aan rustige weg, In woonwijk",,Openbaar parkeren,Zadeldak bedekt met pannen,3,Beschikbaar,220,
's-Gravenhage,2022-05-16,2582 RB ,1090,Van Hoornbeekstraat 45,https://mijn.makelaarsland.nl/woning-details/2765422,TV kabel,,Balkon aanwezig,,2,1914.0,Bestaande bouw,In overleg,,,,"Nefit Topline HRC45 Aquapower CW6 uit 2015, Eigendom",Cv-ketel,,,,,,,,211,"Aan rustige weg, In woonwijk",,"Openbaar parkeren, Betaald parkeren, Parkeervergunningen",Plat dak bedekt met bitumineuze dakbedekking,8,Beschikbaar,866,Cv-ketel
Franeker,2022-05-16,8802 NL ,249500,Klipper 28,https://mijn.makelaarsland.nl/woning-details/2765405,Elektrische deur,,,"Ligbad, douche, toilet",1,1982.0,Bestaande bouw,In overleg,,,,"Intergas uit 2016, Eigendom","Cv-ketel, Vloerverwarming gedeeltelijk","Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,125,"Aan rustige weg, In woonwijk",,"Openbaar parkeren, Op eigen terrein",,5,Beschikbaar,502,Cv-ketel
Rotterdam,2022-05-16,3054 HB ,349000,Streksingel 43,https://mijn.makelaarsland.nl/woning-details/2765404,,"Appartement, Galerijflat",Balkon aanwezig,,1,1969.0,Bestaande bouw,In overleg,8,3e woonlaag,1,,Blokverwarming,Gedeeltelijk dubbel glas,Ja,158,Ja,Ja,Ja,Ja,69,"In woonwijk, Vrij uitzicht",2,"Openbaar parkeren, Betaald parkeren, Parkeervergunningen",,3,Beschikbaar,230,Elektrische boiler eigendom
Amersfoort,2022-05-16,3813 VL ,475000,Tweelingen 29,https://mijn.makelaarsland.nl/woning-details/2765403,"TV kabel, Glasvezel kabel, Balansventilatie, Natuurlijke ventilatie",,,"Ligbad, douche, toilet",1,2006.0,Bestaande bouw,In overleg,7,,,"Vaillant uit 2022, Eigendom","Cv-ketel, Warmte terugwininstallatie",Volledig geïsoleerd,,,,,,,136,"Aan rustige weg, In woonwijk, Vrij uitzicht",,Openbaar parkeren,,6,Beschikbaar,459,Cv-ketel
Utrecht,2022-05-16,3572 JA ,1795,F.C. Dondersstraat 9,https://mijn.makelaarsland.nl/woning-details/2765401,"Mechanische ventilatie, TV kabel, Rookkanaal, Frans balkon, Dakraam, Glasvezel kabel, Zonnepanelen",,"Dakterras aanwezig, frans balkon aanwezig","Ligbad, 3 douches",3,1889.0,Bestaande bouw,In overleg,7,,,"Intergas uit 2011, Eigendom",Cv-ketel,Volledig geïsoleerd,,,,,,,366,"Aan rustige weg, In woonwijk, Vrij uitzicht",18,"Betaald parkeren, Parkeervergunningen","Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",10,Beschikbaar,1301,Cv-ketel
Noordwijk,2022-05-16,2201 NL ,490000,Goudenregenstraat 22,https://mijn.makelaarsland.nl/woning-details/2765400,"Mechanische ventilatie, TV kabel",,Balkon aanwezig,"Ligbad, toilet",1,2001.0,Bestaande bouw,In overleg,,,,"Remeha, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas, Volledig geïsoleerd",,,,,,,120,"Aan rustige weg, In woonwijk, Vrij uitzicht, Beschutte ligging, Open ligging",7,Openbaar parkeren,Samengesteld dak,5,Beschikbaar,453,Cv-ketel
Houten,2022-05-16,3994 HK ,650000,Stuwmeer 92,https://mijn.makelaarsland.nl/woning-details/2765399,Elektra,,,Toilet,1,2000.0,Bestaande bouw,In overleg,,,,"Atag uit 2013, Eigendom",Cv-ketel,Volledig geïsoleerd,,,,,,,140,"Aan rustige weg, In woonwijk",,Op eigen terrein,Samengesteld dak bedekt met pannen,6,Beschikbaar,525,Cv-ketel
Biezenmortel,2022-05-16,5074 PK ,325000,Vosselaerstraat 12,https://mijn.makelaarsland.nl/woning-details/2765398,,,,Ligbad,1,1968.0,Bestaande bouw,In overleg,21,,,,Cv-ketel,,,,,,,,118,,1,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,7,Beschikbaar,425,Cv-ketel
Amsterdam,2022-05-16,1052 EP ,775000,Antonie Heinsiusstraat 46,https://mijn.makelaarsland.nl/woning-details/2765397,"Mechanische ventilatie, Lift, Schuifpui, Zonnepanelen, Natuurlijke ventilatie","Appartement, Maisonnette",Balkon aanwezig,"Douche, toilet",1,1995.0,Bestaande bouw,In overleg,6,3e woonlaag,2,,Cv-ketel,"Dubbel glas, Volledig geïsoleerd",Ja,157,Ja,Ja,Ja,Ja,102,"Aan water, Aan rustige weg, In woonwijk, Vrij uitzicht, Aan vaarwater",6,"Openbaar parkeren, Betaald parkeren, Parkeervergunningen",,4,Beschikbaar,308,Cv-ketel
Roosendaal,2022-05-16,4708 KG ,264500,Klaproosberg 5,https://mijn.makelaarsland.nl/woning-details/2765396,,,,,,1995.0,Bestaande bouw,In overleg,5,,,,Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,75,In woonwijk,,,Plat dak,3,Beschikbaar,254,Cv-ketel
Zaandam,2022-05-16,1506 PG ,265000,Havenstraat 3 D,https://mijn.makelaarsland.nl/woning-details/2765395,"Mechanische ventilatie, Lift","Appartement, Portiekflat",Balkon aanwezig,"Douche, toilet",1,2002.0,Bestaande bouw,In overleg,6,2e woonlaag,1,"Intergas uit 2003, Eigendom",Cv-ketel,Volledig geïsoleerd,Ja,168,Ja,Ja,Ja,Ja,58,"In woonwijk, Vrij uitzicht",7,"Openbaar parkeren, Op eigen terrein",Plat dak,2,Beschikbaar,185,Cv-ketel
Venray,2022-05-16,5803 KC ,520000,Ridderspoor 12,https://mijn.makelaarsland.nl/woning-details/2765394,"Mechanische ventilatie, Buitenzonwering, Rookkanaal, Schuifpui, Dakraam, Zonnepanelen",,,"Ligbad, douche",1,1995.0,Bestaande bouw,In overleg,25,,,"Remeha uit 2010, Eigendom",Cv-ketel,,,,,,,,164,,,"Openbaar parkeren, Op eigen terrein",,8,Beschikbaar,850,Cv-ketel
Rotterdam,2022-05-16,3059 PJ ,519000,Jan Wilspad 8,https://mijn.makelaarsland.nl/woning-details/2765393,Voorzien van elektra,,,Toilet,1,2002.0,Bestaande bouw,In overleg,8,,,,Stadsverwarming,Volledig geïsoleerd,,,,,,,125,,,Openbaar parkeren,Zadeldak bedekt met pannen,4,Beschikbaar,424,Centrale Voorziening
Edam,2022-05-16,1135 BL ,225000,Voorhaven 39 F,https://mijn.makelaarsland.nl/woning-details/2765392,,"Appartement, Portiekflat",,"Douche, toilet",1,1989.0,Bestaande bouw,In overleg,5,2e woonlaag,1,"Intergas uit 2020, Eigendom",Cv-ketel,Gedeeltelijk dubbel glas,Ja,100,Ja,Ja,Ja,Ja,32,In centrum,,Openbaar parkeren,Schilddak bedekt met pannen,1,Beschikbaar,125,Cv-ketel
Waalwijk,2022-05-16,5142 AV ,250000,Mr. van Maanenstraat 17,https://mijn.makelaarsland.nl/woning-details/2765391,Voorzien van elektra,,,"Douche, toilet",1,1966.0,Bestaande bouw,In overleg,14,,,,Cv-ketel,Grotendeels dubbelglas,,,,,,,115,,,Openbaar parkeren,"Zadeldak bedekt met pannen, bitumineuze dakbedekking",6,Beschikbaar,375,Geiser eigendom
Kerkrade,2022-05-16,6461 CM ,175000,Hoofdstraat 31,https://mijn.makelaarsland.nl/woning-details/2765338,"Elektra, Water",,Dakterras aanwezig,"Ligbad, douche, toilet",1,1901.0,Bestaande bouw,In overleg,5,,,"Rehema uit 2005, Eigendom","Cv-ketel, Openhaard",Geen spouw,,,,,,,197,"Aan rustige weg, In centrum",,"Openbaar parkeren, Betaald parkeren","Zadeldak bedekt met pannen, bitumineuze dakbedekking",8,Beschikbaar,840,Cv-ketel
Amsterdam,2022-05-16,1104 GW ,425000,Kantershof 398,https://mijn.makelaarsland.nl/woning-details/2765337,"Mechanische ventilatie, TV kabel, Buitenzonwering",,,"Douche, toilet",1,1973.0,Bestaande bouw,In overleg,9,,,"HR uit 2015, Eigendom",Cv-ketel,,,,,,,,93,"Aan park, Aan rustige weg, In woonwijk, Vrij uitzicht",,"Openbaar parkeren, Op eigen terrein",Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,293,Cv-ketel
Aalsmeer,2022-05-16,1432 GR ,795000,Hornweg 140,https://mijn.makelaarsland.nl/woning-details/2765336,"Elektra, Water, Vliering",,,Toilet,2,1974.0,Bestaande bouw,In overleg,26,,,"Intergas HRE 36/30 uit 2016, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, HR-glas",,,,,,,172,,,Op eigen terrein,Zadeldak bedekt met pannen,6,Beschikbaar,621,Cv-ketel
Almere,2022-05-16,1349 BC ,415000,Anna Maria van Schurmanlaan 42,https://mijn.makelaarsland.nl/woning-details/2765335,Voorzien van elektra,,,"Douche, toilet",1,2022.0,Bestaande bouw,In overleg,6,,,,Warmtepomp,Volledig geïsoleerd,,,,,,,94,"Aan rustige weg, In woonwijk",,"Openbaar parkeren, Op eigen terrein",Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,300,Elektrische boiler eigendom
Amsterdam,2022-05-16,1107 RB ,265000,Tielstraat 71,https://mijn.makelaarsland.nl/woning-details/2765334,,"Appartement, Portiekwoning",Balkon aanwezig,Douche,1,1984.0,Bestaande bouw,In overleg,4,0e woonlaag,1,,Cv-ketel,"Dakisolatie, Muurisolatie, Dubbel glas",Nee,,Nee,Nee,Nee,Nee,61,,5,,,3,Beschikbaar,187,
Lelystad,2022-05-16,8223 GV ,199500,Bastion 495,https://mijn.makelaarsland.nl/woning-details/2765332,,"Appartement, Bovenwoning",,,,1977.0,Bestaande bouw,In overleg,5,1e woonlaag,1,,,,Nee,,Nee,Nee,Nee,Nee,60,,34,,,2,Beschikbaar,150,
's-Gravenhage,2022-05-16,2514 KS ,825000,Kerkstraat 18,https://mijn.makelaarsland.nl/woning-details/2765331,"TV kabel, Rookkanaal, Dakraam, Natuurlijke ventilatie","Appartement, Bovenwoning",Dakterras aanwezig,"Ligbad, toilet",1,1885.0,Bestaande bouw,In overleg,,2e woonlaag,3,"Vaillant EcoTec Plus VHR 35-38/5-5 CW5+ uit 2017, Eigendom",Cv-ketel,Gedeeltelijk dubbel glas,Ja,200,Ja,Ja,Ja,Ja,175,"Aan rustige weg, In centrum",8,"Openbaar parkeren, Betaald parkeren, Parkeervergunningen",Samengesteld dak bedekt met bitumineuze dakbedekking,10,Beschikbaar,642,Cv-ketel
Kerkrade,2022-05-16,6462 AD ,215000,Bleijerheiderstraat 43,https://mijn.makelaarsland.nl/woning-details/2765330,"Rolluiken, Dakraam",,,"Ligbad, douche, toilet",1,1925.0,Bestaande bouw,In overleg,8,,,"Atag uit 2022, Huur",Cv-ketel,"Dakisolatie, Dubbel glas",,,,,,,120,,11,Openbaar parkeren,Zadeldak bedekt met pannen,5,Beschikbaar,490,Cv-ketel
Roosteren,2022-05-16,6116 BE ,539000,Hoogveld 13,https://mijn.makelaarsland.nl/woning-details/2765329,"Elektra, Water, Vliering",,,Ligbad,1,2001.0,Bestaande bouw,In overleg,25,,,"Nefit uit 2001, Eigendom",Cv-ketel,Volledig geïsoleerd,,,,,,,205,"Aan rustige weg, In woonwijk, In bosrijke omgeving",15,,Tentdak bedekt met pannen,8,Beschikbaar,700,Gasboiler eigendom
Eindhoven,2022-05-16,5615 PM ,490000,Palingstraat 18,https://mijn.makelaarsland.nl/woning-details/2765327,Voorzien van elektra,,,"Ligbad, douche, toilet",1,1988.0,Bestaande bouw,In overleg,5,,,,Cv-ketel,"Dakisolatie, Muurisolatie, Dubbel glas",,,,,,,131,,,Parkeervergunningen,,6,Beschikbaar,430,Cv-ketel
Breda,2022-05-16,4824 LM ,355000,Vekenoord 24,https://mijn.makelaarsland.nl/woning-details/2765326,Rolluiken,,,"2 douches, toilet",1,1985.0,Bestaande bouw,In overleg,5,,,,Stadsverwarming,"Dakisolatie, Dubbel glas",,,,,,,117,In woonwijk,,,Zadeldak,5,Beschikbaar,234,
Waalre,2022-05-16,5581 HH ,399000,Wollenbergstraat 27,https://mijn.makelaarsland.nl/woning-details/2765325,Rookkanaal,,,"Ligbad, douche, toilet",1,1952.0,Bestaande bouw,In overleg,,,,,"Cv-ketel, Openhaard","Muurisolatie, Gedeeltelijk dubbel glas",,,,,,,117,"Open ligging, In bosrijke omgeving",7,Op eigen terrein,Zadeldak bedekt met pannen,4,Beschikbaar,448,"Cv-ketel, Geiser eigendom"
Barendrecht,2022-05-16,2993 DN ,375000,Reling 47,https://mijn.makelaarsland.nl/woning-details/2765324,,"Appartement, Portiekflat",,Douche,1,2003.0,Bestaande bouw,In overleg,4,0e woonlaag,1,,Stadsverwarming,,Ja,140,Ja,Ja,Ja,Ja,113,,7,Openbaar parkeren,Plat dak,4,Beschikbaar,352,Stadsverwarming
Maarheeze,2022-05-16,6026 SP ,950000,El Pinar 13,https://mijn.makelaarsland.nl/woning-details/2765322,"Voorzien van verwarming, Voorzien van elektra, Voorzien van water",,,"Ligbad, 2 douches, 2 toiletten, bidet",2,1999.0,Bestaande bouw,In overleg,,,,,Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,265,"Aan rustige weg, In bosrijke omgeving",73,Op eigen terrein,"Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",8,Beschikbaar,1043,Cv-ketel
Almere,2022-05-16,1359 HR ,625000,Hartenveld 5,https://mijn.makelaarsland.nl/woning-details/2765319,Voorzien van elektra,,,"Ligbad, douche, toilet",1,1999.0,Bestaande bouw,In overleg,11,,,"Remeha uit 2013, Eigendom",Cv-ketel,Geen isolatie,,,,,,,161,"Aan bosrand, Aan rustige weg, In woonwijk, Vrij uitzicht, In bosrijke omgeving",3,"Openbaar parkeren, Op eigen terrein",Samengesteld dak bedekt met pannen,6,Beschikbaar,560,Cv-ketel
Oldenzaal,2022-05-16,7571 BB ,525000,Op den Koem 38,https://mijn.makelaarsland.nl/woning-details/2765279,"Verwarming, Elektra, Water, Elektrische deur",,Balkon aanwezig,"Douche, toilet",1,1978.0,Bestaande bouw,In overleg,,,,"Nefit, Eigendom","Cv-ketel, Vloerverwarming gedeeltelijk","Dakisolatie, Dubbel glas",,,,,,,195,"Aan rustige weg, In centrum, Vrij uitzicht",41,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,9,Beschikbaar,635,Cv-ketel
Leiden,2022-05-16,2332 BA ,519000,Brederostraat 15,https://mijn.makelaarsland.nl/woning-details/2765278,Voorzien van elektra,,Dakterras aanwezig,"Ligbad, douche, toilet",1,1935.0,Bestaande bouw,In overleg,6,,,"VAILLANT Eco TEC plus uit 2013, Eigendom",Cv-ketel,"Dakisolatie, Vloerisolatie, Grotendeels dubbelglas",,,,,,,110,"Aan park, Aan rustige weg, In woonwijk, Beschutte ligging",11,"Betaald parkeren, Parkeervergunningen","Zadeldak bedekt met pannen, bitumineuze dakbedekking",5,Beschikbaar,378,Cv-ketel
Lochem,2022-05-16,7242 GP ,250000,Prins Clauslaan 117,https://mijn.makelaarsland.nl/woning-details/2765276,Voorzien van elektra,,,Douche,1,1971.0,Bestaande bouw,In overleg,10,,,"Feenstra uit 2020, Huur",Cv-ketel,"Dakisolatie, Gedeeltelijk dubbel glas",,,,,,,115,"Aan rustige weg, In woonwijk, In bosrijke omgeving",,Openbaar parkeren,Zadeldak bedekt met pannen,5,Beschikbaar,395,Cv-ketel
Utrecht,2022-05-16,3581 GC ,1597,Wittevrouwensingel 27 h,https://mijn.makelaarsland.nl/woning-details/2765275,TV kabel,"Appartement, Penthouse",,"Ligbad, 2 toiletten",2,,Bestaande bouw,In overleg,,2e woonlaag,2,,Stadsverwarming,Gedeeltelijk dubbel glas,Ja,1040,Ja,Ja,Ja,Ja,218,In centrum,,Parkeervergunningen,"Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",7,Beschikbaar,1005,Stadsverwarming
Geleen,2022-05-16,6163 LG ,250000,Schachtstraat 13,https://mijn.makelaarsland.nl/woning-details/2765274,"Elektra, Water, Elektrische deur",,,Ligbad,1,1992.0,Bestaande bouw,In overleg,,,,"Nefit HR uit 2019, Huur",Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas, Gedeeltelijk dubbel glas",,,,,,,97,"Aan rustige weg, In woonwijk",3,Op eigen terrein,Zadeldak bedekt met pannen,7,Beschikbaar,447,Cv-ketel
Amsterdam,2022-05-16,1019 AJ ,1470,Cruquiusweg 96 N + 2PP,https://mijn.makelaarsland.nl/woning-details/2765266,"Mechanische ventilatie, Glasvezel kabel, Zonnepanelen","Appartement, Bovenwoning",,,,2009.0,Bestaande bouw,In overleg,,0e woonlaag,2,,Vloerverwarming gedeeltelijk,,Ja,581,Ja,Ja,Ja,Ja,388,,,Op eigen terrein,,6,Beschikbaar,1540,Cv-ketel
De Wijk,2022-05-16,7957 EH ,375000,De Stobbe 18,https://mijn.makelaarsland.nl/woning-details/2765265,"Elektra, Vliering",,,"Douche, toilet, urinoir",1,2004.0,Bestaande bouw,In overleg,25,,,"AWB uit 2004, Eigendom",Cv-ketel,Muurisolatie,,,,,,,137,"Aan rustige weg, In woonwijk, In bosrijke omgeving",33,Op eigen terrein,Zadeldak bedekt met pannen,6,Beschikbaar,544,Cv-ketel
Zuiddorpe,2022-05-16,4574 RB ,375000,Hoofdweg Noord 46,https://mijn.makelaarsland.nl/woning-details/2765261,"Elektra, Vliering",,,"Ligbad, toilet",2,1993.0,Bestaande bouw,In overleg,34,,,"Nefit uit 2015, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas, Volledig geïsoleerd",,,,,,,138,Beschutte ligging,,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,4,Beschikbaar,535,Cv-ketel
Vlaardingen,2022-05-16,3136 CP ,495000,Louise de Colignylaan 6,https://mijn.makelaarsland.nl/woning-details/2765260,"Mechanische ventilatie, TV kabel, Zonnepanelen",,Balkon aanwezig,"Ligbad, douche, 2 toiletten",2,1969.0,Bestaande bouw,In overleg,,,,"Vaillant HR uit 2013, Eigendom","Cv-ketel, Vloerverwarming gedeeltelijk, Elektrische verwarming","Dakisolatie, HR-glas",,,,,,,157,"Aan rustige weg, In woonwijk",4,Openbaar parkeren,Zadeldak bedekt met pannen,6,Beschikbaar,510,Cv-ketel
Amstelveen,2022-05-16,1186 XS ,1175,Turfschip 184,https://mijn.makelaarsland.nl/woning-details/2765259,"Rolluiken, Schuifpui, Zonnepanelen",,,"Ligbad, douche, 2 toiletten, bidet",2,1981.0,Bestaande bouw,In overleg,,,,Nefit uit 2011,"Cv-ketel, Warmtepomp","Volledig geïsoleerd, HR-glas",,,,,,,199,In woonwijk,,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,6,Beschikbaar,772,"Cv-ketel, Zonneboiler"
Brunssum,2022-05-16,6444 BD ,820000,Kruisbergstraat 47,https://mijn.makelaarsland.nl/woning-details/2765258,"Elektra, Water, Elektrische deur",,Dakterras aanwezig,"2 ligbaden, 2 douches, 2 toiletten",2,1995.0,Bestaande bouw,In overleg,,,,"Intergas extreem uit 2019, Eigendom",Cv-ketel,Muurisolatie,,,,,,,226,"In centrum, In woonwijk",44,"Openbaar parkeren, Op eigen terrein",Plat dak,14,Beschikbaar,978,Cv-ketel
Langelille,2022-05-16,8484 KL ,249500,H.W. Stekelenburgweg 22,https://mijn.makelaarsland.nl/woning-details/2765257,,,,,,2017.0,Bestaande bouw,In overleg,,,,,Vloerverwarming gedeeltelijk,,,,,,,,64,"Aan water, Vrij uitzicht, Buiten bebouwde kom, Aan vaarwater, Landelijk gelegen",,Op eigen terrein,,4,Beschikbaar,260,Cv-ketel
Maastricht,2022-05-16,6212 CR ,445000,Burgemeester Ceulenstraat 77,https://mijn.makelaarsland.nl/woning-details/2765252,TV kabel,,,"Ligbad, douche",1,1958.0,Bestaande bouw,In overleg,,,,"HR ketel uit 2011, Eigendom","Cv-ketel, Vloerverwarming gedeeltelijk","Dakisolatie, Dubbel glas",,,,,,,110,In woonwijk,,"Openbaar parkeren, Betaald parkeren, Parkeervergunningen",Zadeldak bedekt met pannen,5,Beschikbaar,423,Cv-ketel
Rijswijk,2022-05-16,2281 XD ,985000,Nassaukade 42,https://mijn.makelaarsland.nl/woning-details/2765245,"Alarminstallatie, Buitenzonwering, Rookkanaal, Dakraam, Zonnepanelen",,Balkon aanwezig,"Ligbad, douche, toilet",2,1908.0,Bestaande bouw,In overleg,5,,,"REMEHA AVANTA CW5 uit 2009, Eigendom",Cv-ketel,"Vloerisolatie, Grotendeels dubbelglas",,,,,,,199,"Aan water, Aan rustige weg, In woonwijk, Vrij uitzicht",20,"Openbaar parkeren, Betaald parkeren, Parkeervergunningen","Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",8,Beschikbaar,760,"Cv-ketel, Elektrische boiler eigendom"
Hulst,2022-05-16,4561 MJ ,309000,van Ossstraat 3,https://mijn.makelaarsland.nl/woning-details/2765244,,,,,1,1979.0,Bestaande bouw,In overleg,,,,,,,,,,,,,135,,,,,5,Beschikbaar,425,
