city,date,postal_code,price,streetname,url,amenities,appartment_type,balcony_terrace,bathroom_amenities,bathrooms_amount,build_year,construction_type,delivery,external_storage,floor,floors_amount,heating_type,heating,isolation,kvk_insurance,kvk_monthly_payment,kvk_registration,kvk_repair_plan,kvk_reserve_funds,kvk_yearly_meeting,living_size,location,outside_size,parking,roof,rooms_amount,status,volume,warm_water
Houten,2022-05-27,3991 MT ,419000,Vloedwater 5,https://mijn.makelaarsland.nl/woning-details/2777837,Voorzien van elektra,,,Douche,1,2003.0,Bestaande bouw,In overleg,8,,,,Cv-ketel,Volledig geïsoleerd,,,,,,,106,,,,,4,Beschikbaar,359,Cv-ketel
Eindhoven,2022-05-27,5642 NB ,419000,Tongelresestraat 305 a,https://mijn.makelaarsland.nl/woning-details/2777836,Elektra,,,"Ligbad, douche, toilet",1,1991.0,Bestaande bouw,In overleg,20,,,"Nefit Smartline uit 2008, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,109,Aan rustige weg,2,Openbaar parkeren,Zadeldak,5,Beschikbaar,369,Cv-ketel
Amsterdam,2022-05-17,1055 DS ,375000,Bos en Lommerweg 181 II,https://mijn.makelaarsland.nl/woning-details/2766810,,"Appartement, Portiekflat",Balkon aanwezig,"Douche, toilet",1,1925.0,Bestaande bouw,In overleg,,2e woonlaag,1,,Cv-ketel,Dubbel glas,Ja,60,Ja,Ja,Ja,Ja,51,"Aan drukke weg, In woonwijk",5,"Openbaar parkeren, Betaald parkeren",Zadeldak,3,Beschikbaar,171,Cv-ketel
Zwolle,2022-05-17,8023 AR ,569000,Brederostraat 119,https://mijn.makelaarsland.nl/woning-details/2766808,,,Balkon aanwezig,"Ligbad, douche, toilet",2,1934.0,Bestaande bouw,In overleg,8,,,"Nefit uit 2017, Eigendom",Cv-ketel,"Dakisolatie, Vloerisolatie, Dubbel glas",,,,,,,133,In woonwijk,2,Openbaar parkeren,Dwarskap,5,Beschikbaar,463,Cv-ketel
Haarlem,2022-05-17,2033 AD ,450000,Lieoever 52 .,https://mijn.makelaarsland.nl/woning-details/2766806,"Voorzien van verwarming, Voorzien van elektra, Voorzien van water",,,"Ligbad, douche, toilet",1,1996.0,Bestaande bouw,In overleg,26,,,,Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,85,"Aan water, Aan rustige weg, Beschutte ligging, Aan vaarwater",,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,3,Beschikbaar,338,Cv-ketel
Meerssen,2022-05-17,6231 DA ,375000,Proostenhof 19,https://mijn.makelaarsland.nl/woning-details/2766805,,,,"Ligbad, douche, toilet",1,1997.0,Bestaande bouw,In overleg,20,,,"Remeha uit 2018, Eigendom","Cv-ketel, Vloerverwarming gedeeltelijk","Dakisolatie, Muurisolatie, Vloerisolatie",,,,,,,90,"Aan park, In woonwijk",12,"Openbaar parkeren, Op eigen terrein",,4,Beschikbaar,466,Cv-ketel
Veghel,2022-05-17,5463 NM ,498000,Grevelingenhof 4,https://mijn.makelaarsland.nl/woning-details/2766804,"Elektra, Elektrische deur",,,"Ligbad, douche",1,1988.0,Bestaande bouw,In overleg,31,,,"Nefit Trendline HR uit 2018, Eigendom",Cv-ketel,"Dubbel glas, Volledig geïsoleerd",,,,,,,137,"Aan rustige weg, In woonwijk",2,,Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,510,Cv-ketel
Zandvoort,2022-05-17,2041 HC ,550000,Dr Joh G Mezgerstraat 64,https://mijn.makelaarsland.nl/woning-details/2766803,,,,"Douche, toilet",1,1987.0,Bestaande bouw,In overleg,6,,,"Intergas HRE uit 2015, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Dubbel glas",,,,,,,118,"In woonwijk, Zeezicht",,"Openbaar parkeren, Parkeervergunningen",Zadeldak bedekt met pannen,5,Beschikbaar,396,Cv-ketel
Wolphaartsdijk,2022-05-17,4471 BR ,385000,van der Baanstraat 16,https://mijn.makelaarsland.nl/woning-details/2766802,Elektra,,Balkon aanwezig,Douche,2,1965.0,Bestaande bouw,In overleg,7,,,"Nefit uit 2019, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie",,,,,,,125,"Aan rustige weg, In centrum, Beschutte ligging",8,Op eigen terrein,"Zadeldak bedekt met pannen, bitumineuze dakbedekking",7,Beschikbaar,608,Cv-ketel
Dronten,2022-05-17,8253 BL ,275000,Dukaat 7,https://mijn.makelaarsland.nl/woning-details/2766800,Voorzien van elektra,,,Toilet,1,1997.0,Bestaande bouw,In overleg,8,,,"Vaillant uit 2011, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas, Volledig geïsoleerd",,,,,,,112,"Aan rustige weg, In woonwijk, Vrij uitzicht",,Openbaar parkeren,Zadeldak bedekt met pannen,5,Beschikbaar,386,Cv-ketel
Amsterdam,2022-05-17,1081 JG ,1000,Amstelveenseweg 757 H,https://mijn.makelaarsland.nl/woning-details/2766799,Voorzien van elektra,"Appartement, Dubbel benedenhuis",,"Douche, toilet",2,1923.0,Bestaande bouw,In overleg,2,1e woonlaag,2,"Intergas compact HRE CW-5  uit 2020, Eigendom","Cv-ketel, Vloerverwarming gedeeltelijk",Geen isolatie,Ja,,Ja,Ja,Ja,Ja,142,"Aan bosrand, Aan water, In woonwijk, In bosrijke omgeving",9,"Openbaar parkeren, Betaald parkeren, Parkeervergunningen",Zadeldak bedekt met pannen,5,Beschikbaar,546,Cv-ketel
Hoef en Haag,2022-05-17,4125 RE ,750000,Zoete Brederodepad 17,https://mijn.makelaarsland.nl/woning-details/2766798,Elektra,,,,1,2019.0,Bestaande bouw,In overleg,8,,,"Intergas Xtreme uit 2019, Eigendom","Cv-ketel, Vloerverwarming gedeeltelijk","Dakisolatie, Muurisolatie, Vloerisolatie, Volledig geïsoleerd, HR-glas",,,,,,,154,"Aan rustige weg, In woonwijk",,Op eigen terrein,Zadeldak bedekt met pannen,5,Beschikbaar,635,Cv-ketel
Roden,2022-05-17,9301 XV ,289000,Nijenrode 4,https://mijn.makelaarsland.nl/woning-details/2766797,Elektra,,,"Douche, toilet",1,1980.0,Bestaande bouw,In overleg,22,,,Nefit HR uit 2017,Cv-ketel,Geen isolatie,,,,,,,109,"In woonwijk, Vrij uitzicht",1,Openbaar parkeren,Zadeldak bedekt met pannen,5,Beschikbaar,416,Cv-ketel
Wijk en Aalburg,2022-05-17,4261 XB ,300000,de Vlijt 22,https://mijn.makelaarsland.nl/woning-details/2766796,Voorzien van elektra,,,"Ligbad, douche, toilet",1,1974.0,Bestaande bouw,In overleg,10,,,"HR uit 2017, Eigendom","Cv-ketel, Vloerverwarming gedeeltelijk",Geen isolatie,,,,,,,109,"Aan park, Aan rustige weg, In woonwijk, Vrij uitzicht, Landelijk gelegen",,Openbaar parkeren,Zadeldak bedekt met pannen,5,Beschikbaar,372,Cv-ketel
Amersfoort,2022-05-17,3826 GK ,289000,Baak van Herkingen 108,https://mijn.makelaarsland.nl/woning-details/2766795,"Mechanische ventilatie, Glasvezel kabel","Appartement, Galerijflat",Balkon aanwezig,,1,2015.0,Bestaande bouw,In overleg,,2e woonlaag,1,"Intergas uit 2015, Eigendom",Cv-ketel,HR-glas,Ja,109,Ja,Ja,Ja,Ja,65,In woonwijk,4,"Openbaar parkeren, Op eigen terrein",Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,211,Cv-ketel
Borger,2022-05-17,9531 CZ ,495000,Rozendael 54,https://mijn.makelaarsland.nl/woning-details/2766794,"TV kabel, Buitenzonwering, Zonnepanelen",,,"Ligbad, douche, toilet",1,1989.0,Bestaande bouw,In overleg,,,,"Remeha Calenta uit 2012, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Gedeeltelijk dubbel glas",,,,,,,168,"Aan rustige weg, In woonwijk, Beschutte ligging, In bosrijke omgeving",,Op eigen terrein,Zadeldak bedekt met pannen,7,Beschikbaar,725,Cv-ketel
Hoogezand,2022-05-17,9602 EP ,225000,Astronautenlaan 67,https://mijn.makelaarsland.nl/woning-details/2766793,TV kabel,,,"Ligbad, douche, toilet",1,1975.0,Bestaande bouw,In overleg,,,,"Indesit uit 2020, Eigendom",Cv-ketel,"Muurisolatie, Grotendeels dubbelglas, HR-glas",,,,,,,132,In woonwijk,,Openbaar parkeren,Dwarskap bedekt met pannen,6,Beschikbaar,375,Cv-ketel
Maurik,2022-05-17,4021 ET ,275000,Lepelaarstraat 34,https://mijn.makelaarsland.nl/woning-details/2766664,,,,2 douches,1,1972.0,Bestaande bouw,In overleg,12,,,,Cv-ketel,Dubbel glas,,,,,,,94,"Aan rustige weg, In woonwijk, Beschutte ligging",,,Zadeldak,5,Beschikbaar,385,Cv-ketel
Koekange,2022-05-17,7958 PW ,269000,Koekangerveldweg 42,https://mijn.makelaarsland.nl/woning-details/2766663,,,,Douche,1,1972.0,Bestaande bouw,In overleg,,,,"Vaillant Ecotec 25030 uit 2018, Eigendom",Cv-ketel,Geen isolatie,,,,,,,70,"Aan bosrand, Aan rustige weg, Beschutte ligging, Buiten bebouwde kom, In bosrijke omgeving",15,Op eigen terrein,Plat dak,4,Beschikbaar,234,Cv-ketel
Wadenoijen,2022-05-17,4014 MA ,415000,Jhr. A.W. van Borsselestraat 27,https://mijn.makelaarsland.nl/woning-details/2766662,"Elektra, Water",,,,1,1990.0,Bestaande bouw,In overleg,19,,,,Cv-ketel,"Dubbel glas, Volledig geïsoleerd",,,,,,,110,"Aan rustige weg, Vrij uitzicht",,Op eigen terrein,Samengesteld dak bedekt met pannen,5,Beschikbaar,335,Cv-ketel
Markelo,2022-05-17,7475 TK ,735000,Enterweg 1,https://mijn.makelaarsland.nl/woning-details/2766661,Buitenzonwering,,,"Ligbad, 2 douches, 2 toiletten",2,1993.0,Bestaande bouw,In overleg,,,,"combiketel uit 2011, Eigendom","Cv-ketel, Moederhaard","Dakisolatie, Muurisolatie, Gedeeltelijk dubbel glas",,,,,,,233,"Vrij uitzicht, Landelijk gelegen",,Op eigen terrein,Zadeldak bedekt met pannen,9,Beschikbaar,850,"Cv-ketel, Elektrische boiler eigendom"
Lelystad,2022-05-17,8243 XP ,350000,Schoener 47 14,https://mijn.makelaarsland.nl/woning-details/2766660,Elektra,,,"Douche, toilet",1,1988.0,Bestaande bouw,In overleg,21,,,"Remeha Avanta uit 2011, Eigendom",Cv-ketel,"Muurisolatie, Dubbel glas, HR-glas",,,,,,,115,"Aan rustige weg, In woonwijk, Beschutte ligging",16,Op eigen terrein,Zadeldak bedekt met pannen,5,Beschikbaar,389,Cv-ketel
Lieshout,2022-05-17,5737 PK ,1200,Merellaan 7,https://mijn.makelaarsland.nl/woning-details/2766658,Rookkanaal,,,Douche,1,1960.0,Bestaande bouw,In overleg,,,,,Geen verwarming,Geen isolatie,,,,,,,100,In bosrijke omgeving,,"Op eigen terrein, Op afgesloten terrein",Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,300,Geen warm water
Damwald,2022-05-17,9104 HZ ,320000,Koekoeksblom 11,https://mijn.makelaarsland.nl/woning-details/2766657,,,,"Douche, toilet",1,2004.0,Bestaande bouw,In overleg,,,,"HR uit 2018, Eigendom",Cv-ketel,"Dakisolatie, Muurisolatie, Vloerisolatie, Dubbel glas",,,,,,,122,"Aan rustige weg, In centrum, In woonwijk",,,,3,Beschikbaar,480,Cv-ketel
Lelystad,2022-05-17,8243 HG ,275000,Jol 35 37,https://mijn.makelaarsland.nl/woning-details/2766656,"Mechanische ventilatie, TV kabel, Lift, Schuifpui, Frans balkon, Glasvezel kabel, Natuurlijke ventilatie","Appartement, Tussenverdieping",Frans balkon aanwezig,Douche,1,2006.0,Bestaande bouw,In overleg,7,1e woonlaag,1,"Remeha Avanta uit 2010, Eigendom",Cv-ketel,Volledig geïsoleerd,Ja,141,Ja,Ja,Ja,Ja,81,"Aan rustige weg, In centrum, In woonwijk",9,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,281,Cv-ketel
Klazienaveen,2022-05-17,7891 BW ,169000,Zuiderkeerkring 26,https://mijn.makelaarsland.nl/woning-details/2766655,Voorzien van elektra,,,"Ligbad, douche, toilet",1,1963.0,Bestaande bouw,In overleg,17,,,"HR uit 2005, Eigendom",Cv-ketel,Volledig geïsoleerd,,,,,,,111,,,Openbaar parkeren,Zadeldak bedekt met pannen,6,Beschikbaar,414,Cv-ketel
Haarlem,2022-05-17,2023 VB ,575000,Hogerwoerdstraat 59 B,https://mijn.makelaarsland.nl/woning-details/2766653,,"Appartement, Bovenwoning",Balkon aanwezig,Ligbad,1,1929.0,Bestaande bouw,In overleg,,2e woonlaag,1,"Intergas uit 2015, Eigendom",Cv-ketel,Dubbel glas,Ja,120,Ja,Ja,Ja,Ja,103,"Aan rustige weg, In woonwijk",5,"Openbaar parkeren, Betaald parkeren",Plat dak bedekt met bitumineuze dakbedekking,4,Beschikbaar,363,Cv-ketel
Haarlem,2022-05-17,2011 AC ,419500,Spaarnwouderstraat 77 rd,https://mijn.makelaarsland.nl/woning-details/2766652,Dakraam,"Appartement, Bovenwoning, Dubbel bovenhuis",Dakterras aanwezig,"Douche, toilet",1,1891.0,Bestaande bouw,In overleg,,2e woonlaag,2,"Intergas Kombi HRE uit 2019, Eigendom",Cv-ketel,"Dakisolatie, Vloerisolatie, Dubbel glas",Ja,103,Ja,Ja,Ja,Ja,73,"Aan rustige weg, In centrum, In woonwijk",20,"Betaald parkeren, Parkeervergunningen",Tentdak bedekt met pannen,2,Beschikbaar,275,Cv-ketel
Amsterdam,2022-05-17,1013 BX ,1200,Westerdoksdijk 707 D,https://mijn.makelaarsland.nl/woning-details/2766651,"Voorzien van elektra, Voorzien van water","Appartement, Bovenwoning","Balkon aanwezig, frans balkon aanwezig","Ligbad, douche, toilet",1,1881.0,Bestaande bouw,In overleg,,3e woonlaag,2,"Intergas uit 2009, Eigendom",Cv-ketel,Volledig geïsoleerd,Ja,150,Ja,Ja,Ja,Ja,167,"Aan water, In centrum, In woonwijk, Vrij uitzicht",1,"Betaald parkeren, Parkeervergunningen",Plat dak bedekt met bitumineuze dakbedekking,5,Beschikbaar,596,Cv-ketel
Amsterdam,2022-05-17,1015 BT ,1500,Herengracht 108 M,https://mijn.makelaarsland.nl/woning-details/2766650,"Mechanische ventilatie, Buitenzonwering, Lift, Rookkanaal","Appartement, Bovenwoning",Balkon aanwezig,Douche,1,1740.0,Bestaande bouw,In overleg,,1e woonlaag,1,"Nefit uit 2017, Eigendom","Cv-ketel, Openhaard",,Ja,261,Ja,Ja,Ja,Ja,116,,4,"Openbaar parkeren, Betaald parkeren",,2,Beschikbaar,382,Cv-ketel
Haarlem,2022-05-17,2022 VV ,449000,Indischestraat 4,https://mijn.makelaarsland.nl/woning-details/2766649,Voorzien van elektra,,,Douche,1,1920.0,Bestaande bouw,In overleg,4,,,"Remeha Avanta uit 2012, Eigendom",Cv-ketel,Dubbel glas,,,,,,,71,"Aan rustige weg, In woonwijk",1,,Plat dak,3,Beschikbaar,246,Cv-ketel
Amsterdam,2022-05-17,1021 GP ,500000,Leeuwerikstraat 74 A,https://mijn.makelaarsland.nl/woning-details/2766648,,"Appartement, Bovenwoning",Balkon aanwezig,"Ligbad, toilet",1,1921.0,Bestaande bouw,In overleg,,1e woonlaag,2,,Cv-ketel,Dubbel glas,Ja,123,Ja,Ja,Ja,Ja,89,"Aan rustige weg, In woonwijk",6,"Betaald parkeren, Parkeervergunningen",Zadeldak bedekt met pannen,5,Beschikbaar,330,Cv-ketel
Ridderkerk,2022-05-17,2988 BR ,625000,Rijksstraatweg 308,https://mijn.makelaarsland.nl/woning-details/2766759,"Elektra, Water, Elektrische deur",,,"Ligbad, douche, toilet",1,1920.0,Bestaande bouw,In overleg,,,,"Vaillant uit 2022, Eigendom",Cv-ketel,Dubbel glas,,,,,,,134,Aan rustige weg,,"Openbaar parkeren, Op eigen terrein","Samengesteld dak bedekt met pannen, bitumineuze dakbedekking",6,Beschikbaar,580,Cv-ketel
's-Gravenhage,2022-05-17,2594 CW ,1500,Zuidwerflaan 3,https://mijn.makelaarsland.nl/woning-details/2766757,"Verwarming, Elektra, Vliering",,Dakterras aanwezig,"Ligbad, 2 douches, 2 toiletten",4,1924.0,Bestaande bouw,In overleg,5,,,"Bosch uit 2006, Eigendom","Cv-ketel, Openhaard","Dakisolatie, Dubbel glas",,,,,,,247,"Aan rustige weg, In woonwijk, In bosrijke omgeving",18,"Openbaar parkeren, Op eigen terrein",Samengesteld dak bedekt met pannen,9,Beschikbaar,948,Cv-ketel
Amstelveen,2022-05-17,1181 XH ,725000,Jhr.Mr.Dr. H.A. van Karnebeeklaan 56,https://mijn.makelaarsland.nl/woning-details/2766756,,,,,1,1963.0,Bestaande bouw,In overleg,6,,,"HR, Eigendom",Cv-ketel,Gedeeltelijk dubbel glas,,,,,,,114,,3,"Openbaar parkeren, Parkeervergunningen",,5,Beschikbaar,320,Cv-ketel
Groningen,2022-05-17,9741 GK ,229000,Mispellaan 30,https://mijn.makelaarsland.nl/woning-details/2766754,"TV kabel, Dakraam",,,,1,1964.0,Bestaande bouw,In overleg,,,,"AWB uit 2011, Eigendom",Cv-ketel,"Dakisolatie, Vloerisolatie, Gedeeltelijk dubbel glas",,,,,,,111,"Aan rustige weg, In woonwijk",,Openbaar parkeren,Dwarskap bedekt met pannen,6,Beschikbaar,405,Cv-ketel
Nieuwleusen,2022-05-17,7711 CG ,520000,Schuurmanslaantje 5,https://mijn.makelaarsland.nl/woning-details/2766753,Elektra,,,"Ligbad, douche",1,1962.0,Bestaande bouw,In overleg,61,,,"Vaillant uit 2000, Eigendom",Cv-ketel,Geen isolatie,,,,,,,130,"Aan rustige weg, In woonwijk",,Op eigen terrein,"Zadeldak bedekt met pannen, bitumineuze dakbedekking",5,Beschikbaar,558,Cv-ketel
Amsterdam,2022-05-17,1024 BG ,350000,Beemsterstraat 98,https://mijn.makelaarsland.nl/woning-details/2766752,,"Appartement, Bovenwoning",Balkon aanwezig,Douche,1,1967.0,Bestaande bouw,In overleg,15,0e woonlaag,1,,Cv-ketel,,Ja,111,Ja,Ja,Ja,Ja,77,,5,Openbaar parkeren,,4,Beschikbaar,245,Cv-ketel
Westendorp,2022-05-17,7054 BS ,874009,Halseweg 9,https://mijn.makelaarsland.nl/woning-details/2766749,Voorzien van elektra,,,"Ligbad, douche, toilet",1,1936.0,Bestaande bouw,In overleg,,,,,"Cv-ketel, Vloerverwarming gedeeltelijk, Houtkachel, Pelletkachel","Dakisolatie, Muurisolatie, Vloerisolatie, Grotendeels dubbelglas",,,,,,,183,"Aan rustige weg, Vrij uitzicht, Buiten bebouwde kom, Landelijk gelegen",32,Op eigen terrein,Samengesteld dak bedekt met pannen,6,Beschikbaar,2115,Elektrische boiler eigendom
Santpoort-Noord,2022-05-17,2071 CK ,475000,Hagelingerweg 56,https://mijn.makelaarsland.nl/woning-details/2766746,TV kabel,,Balkon aanwezig,"Ligbad, douche, toilet, bidet",1,1900.0,Bestaande bouw,In overleg,44,,,,Cv-ketel,Gedeeltelijk dubbel glas,,,,,,,132,,7,Openbaar parkeren,,5,Beschikbaar,482,Cv-ketel
Achthuizen,2022-05-17,3256 AR ,325000,Achthuizensedijk 138,https://mijn.makelaarsland.nl/woning-details/2766745,Elektra,,,Douche,,1915.0,Bestaande bouw,In overleg,,,,"Nefit uit 2008, Eigendom",Cv-ketel,Grotendeels dubbelglas,,,,,,,76,"Aan rustige weg, Vrij uitzicht, Open ligging, Landelijk gelegen",,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,2,Beschikbaar,295,Cv-ketel
Rotterdam,2022-05-17,3077 CX ,340000,Regenboogkade 81,https://mijn.makelaarsland.nl/woning-details/2766743,Voorzien van elektra,"Appartement, Portiekflat",,,,1993.0,Bestaande bouw,In overleg,4,8e woonlaag,1,"Cv-Combiketel uit 2020, Eigendom",Cv-ketel,"Vloerisolatie, Dubbel glas",Ja,165,Ja,Ja,Ja,Ja,97,"Aan water, Aan rustige weg, In woonwijk, Vrij uitzicht, Open ligging, Aan vaarwater",,Openbaar parkeren,Plat dak bedekt met bitumineuze dakbedekking,3,Beschikbaar,235,Cv-ketel
Oudesluis,2022-05-17,1757 PM ,250000,Melchiorstraat 49,https://mijn.makelaarsland.nl/woning-details/2766742,,"Appartement, Maisonnette",,,,2016.0,Bestaande bouw,In overleg,4,1e woonlaag,2,"Intergas uit 2017, Eigendom",Cv-ketel,Volledig geïsoleerd,Nee,,Nee,Nee,Nee,Nee,124,"Aan rustige weg, Vrij uitzicht",,Openbaar parkeren,,4,Beschikbaar,541,Cv-ketel
Maastricht,2022-05-17,6229 HE ,375000,Ben Goeriondomein 32,https://mijn.makelaarsland.nl/woning-details/2766741,"Elektra, Elektrische deur",,,Douche,1,1987.0,Bestaande bouw,In overleg,18,,,"HR uit 2022, Huur",Cv-ketel,"Dakisolatie, Muurisolatie",,,,,,,123,"Aan rustige weg, In woonwijk",,"Betaald parkeren, Parkeervergunningen, Op eigen terrein",Zadeldak bedekt met pannen,6,Beschikbaar,395,Cv-ketel
Amsterdam,2022-05-17,1071 HJ ,1500,Willemsparkweg 60 II,https://mijn.makelaarsland.nl/woning-details/2766737,"Mechanische ventilatie, TV kabel, Rookkanaal, Dakraam, Natuurlijke ventilatie","Appartement, Bovenwoning, Dubbel bovenhuis","Dakterras aanwezig, balkon aanwezig","2 ligbaden, douche",3,1892.0,Bestaande bouw,In overleg,,2e woonlaag,2,,Cv-ketel,"Vloerisolatie, Dubbel glas",Ja,,Ja,Ja,Ja,Ja,172,"In woonwijk, Vrij uitzicht",67,"Betaald parkeren, Parkeervergunningen",Plat dak,6,Beschikbaar,616,Cv-ketel
Uden,2022-05-17,5403 WS ,375000,Bermershof 217,https://mijn.makelaarsland.nl/woning-details/2766736,Zonnepanelen,,,"Ligbad, toilet",1,1978.0,Bestaande bouw,In overleg,,,,,Cv-ketel,Gedeeltelijk dubbel glas,,,,,,,116,In woonwijk,,,Zadeldak bedekt met pannen,5,Beschikbaar,444,Cv-ketel
Beverwijk,2022-05-17,1948 AG ,575000,Eduard Jacobslaan 32,https://mijn.makelaarsland.nl/woning-details/2766647,"Elektra, Water",,,"Ligbad, douche",1,2002.0,Bestaande bouw,In overleg,18,,,"Intergas uit 2020, Eigendom","Cv-ketel, Vloerverwarming gedeeltelijk, Warmte terugwininstallatie",Volledig geïsoleerd,,,,,,,128,"In woonwijk, Vrij uitzicht",,"Openbaar parkeren, Op eigen terrein",Zadeldak bedekt met pannen,6,Beschikbaar,417,"Cv-ketel, Zonneboiler"
Voorburg,2022-05-17,2272 BR ,225000,Tulpentuin 113,https://mijn.makelaarsland.nl/woning-details/2766645,"Mechanische ventilatie, TV kabel, Lift","Appartement, Portiekflat",Balkon aanwezig,,1,1971.0,Bestaande bouw,In overleg,5,1e woonlaag,1,,Blokverwarming,Dubbel glas,Ja,199,Ja,Ja,Ja,Ja,56,"Aan water, Aan rustige weg, In woonwijk, Vrij uitzicht",8,Openbaar parkeren,Plat dak,2,Beschikbaar,191,Centrale Voorziening
Utrecht,2022-05-17,3582 AC ,1995,Tolsteegsingel 2-15 BNR 3.4 0 ong,https://mijn.makelaarsland.nl/woning-details/2766644,Voorzien van elektra,"Appartement, Penthouse",Dakterras aanwezig,"Ligbad, 2 toiletten",3,2021.0,Nieuwbouw,In overleg,,4e woonlaag,1,,"Vloerverwarming geheel, Warmtepomp, Warmte terugwininstallatie",Geen isolatie,,,,,,,239,"Aan water, In centrum, Vrij uitzicht",139,Op eigen terrein,,4,Beschikbaar,443,Elektrische boiler eigendom
Utrecht,2022-05-17,3582 AC ,1350,Tolsteegsingel 2-14 BNR 3.3 0 ong,https://mijn.makelaarsland.nl/woning-details/2766643,Voorzien van elektra,"Appartement, Portiekwoning",,"Ligbad, toilet",2,2021.0,Nieuwbouw,In overleg,,4e woonlaag,1,,"Vloerverwarming geheel, Warmtepomp, Warmte terugwininstallatie",Geen isolatie,,,,,,,175,"Aan water, In centrum, Vrij uitzicht",,Op eigen terrein,,3,Beschikbaar,558,Elektrische boiler eigendom
Utrecht,2022-05-17,3582 AC ,1025,Tolsteegsingel 2-7 BNR 3.2 0 ong,https://mijn.makelaarsland.nl/woning-details/2766642,Voorzien van elektra,"Appartement, Portiekwoning",,Toilet,1,2021.0,Nieuwbouw,In overleg,,4e woonlaag,1,,"Vloerverwarming geheel, Warmtepomp, Warmte terugwininstallatie",Geen isolatie,,,,,,,129,"Aan water, In centrum, Vrij uitzicht",,Op eigen terrein,,3,Beschikbaar,412,Elektrische boiler eigendom
Utrecht,2022-05-17,3582 AC ,1075,Tolsteegsingel 2-6 BNR 3.1 0 ong,https://mijn.makelaarsland.nl/woning-details/2766641,Voorzien van elektra,"Appartement, Portiekwoning",,Toilet,2,2021.0,Nieuwbouw,In overleg,,4e woonlaag,1,,"Vloerverwarming geheel, Warmtepomp, Warmte terugwininstallatie",Geen isolatie,,,,,,,134,"Aan water, In centrum, Vrij uitzicht",,Op eigen terrein,,3,Beschikbaar,427,Elektrische boiler eigendom
Utrecht,2022-05-17,3582 AC ,915000,Tolsteegsingel 2-21 BNR 2.6 0 ong,https://mijn.makelaarsland.nl/woning-details/2766640,Voorzien van elektra,"Appartement, Portiekwoning",,Toilet,1,2021.0,Nieuwbouw,In overleg,,3e woonlaag,1,,"Vloerverwarming geheel, Warmtepomp, Warmte terugwininstallatie",Geen isolatie,,,,,,,109,"Aan water, In centrum, Vrij uitzicht",,Op eigen terrein,,3,Beschikbaar,348,Elektrische boiler eigendom
Utrecht,2022-05-17,3582 AC ,1215,Tolsteegsingel 2-20 BNR 2.5 0 ong,https://mijn.makelaarsland.nl/woning-details/2766639,Voorzien van elektra,"Appartement, Portiekwoning",Balkon aanwezig,Toilet,1,2021.0,Nieuwbouw,In overleg,,3e woonlaag,1,,"Vloerverwarming geheel, Warmtepomp, Warmte terugwininstallatie",Geen isolatie,,,,,,,148,"Aan water, In centrum, Vrij uitzicht",10,Op eigen terrein,,3,Beschikbaar,472,Elektrische boiler eigendom
Utrecht,2022-05-17,3582 AC ,1235,Tolsteegsingel 2-13 BNR 2.4 0 ong,https://mijn.makelaarsland.nl/woning-details/2766638,Voorzien van elektra,"Appartement, Portiekwoning",Balkon aanwezig,"Ligbad, toilet",1,2021.0,Nieuwbouw,In overleg,,3e woonlaag,1,,"Vloerverwarming geheel, Warmtepomp, Warmte terugwininstallatie",Geen isolatie,,,,,,,147,"Aan water, In centrum, Vrij uitzicht",20,Op eigen terrein,,4,Beschikbaar,469,Elektrische boiler eigendom
Utrecht,2022-05-17,3582 AC ,1575,Tolsteegsingel 2-12 BNR 2.3 0 ong,https://mijn.makelaarsland.nl/woning-details/2766637,Voorzien van elektra,"Appartement, Portiekwoning","Dakterras aanwezig, balkon aanwezig",Toilet,2,2021.0,Nieuwbouw,In overleg,,3e woonlaag,1,,"Vloerverwarming geheel, Warmtepomp, Warmte terugwininstallatie",Geen isolatie,,,,,,,189,"Aan water, In centrum, Vrij uitzicht",70,Op eigen terrein,,4,Beschikbaar,602,Elektrische boiler eigendom
Utrecht,2022-05-17,3582 AC ,1150,Tolsteegsingel 2-5 BNR 2.2 0 ong,https://mijn.makelaarsland.nl/woning-details/2766636,Voorzien van elektra,"Appartement, Portiekwoning",Balkon aanwezig,"Ligbad, toilet",1,2021.0,Nieuwbouw,In overleg,,3e woonlaag,1,,"Vloerverwarming geheel, Warmtepomp, Warmte terugwininstallatie",Geen isolatie,,,,,,,140,"Aan water, In centrum, Vrij uitzicht",10,Op eigen terrein,,2,Beschikbaar,446,Elektrische boiler eigendom
